,recipeName,ingredients,instructions,supplementary_ingredients,supplementary_instructions
90,Fried Egg (Mayai Ya Kukaangwa) ,"1 egg, whole (59 g) 1 pinch (1 g) salt, iodized 1 tsp. (3 g) cooking oil ",• Break the egg into a clean bowl. • Heat the cooking oil in a pan. • Whisk the egg with a pinch of salt in the bowl. • Pour the egg on the pan and fry for 30 seconds. Then turn and fry for another 30 seconds. • Remove and serve. Energy 926 kJ/ 223 kcal │| Fat 17.9 g │| Carbohydrates 2.5 g │| Protein 13.1 g |│ Fibre 0 g │ Vitamin A 192 mcg |│ Iron 1.8 mg |│ Zinc 1.16 mg Nutrition data per 100g of recipe: 185 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15022 ,,
91,Omelette ,"4 eggs, whole (243 g) 2 tomatoes, red, ripe (288 g) 1 onion, red skinned, raw, unpeeled (179g) 1 pinch (1 g) salt, iodized 2 tbsp. (20 g) cooking oil ","Serves 4 • Break 4 eggs into a bowl. • Heat a little oil on a pan. • Peel, wash and cut the onion and tomatoes into small cubes. • Whisk the eggs in a pinch of salt, add onions and tomatoes and continue whisking until well mixed. • Pour the mixture into the heated greased pan and cook for 6 minutes, turn and cook for 6 minutes. • Serve. Energy 502 kJ/ 121 kcal │| Fat 7.8 g |│ Carbohydrates 5.3 g |│ Protein 6.6 g |│ Fibre 1.5 g │ Vitamin A 95 mcg |│ Iron 1.5 mg |│ Zinc 0.75 mg Nutrition data per 100g of recipe: 187 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15023 ",,
92,Spanish Omelette ,"4 eggs, whole (221 g) 1/8 cup (29 g) cooking oil ½ tsp. (3 g) salt, iodized ¼ cup (33 g) onion, red, raw, peeled, chopped ½ cup (89 g) tomato, red, ripe, chopped 1/8 cup (16 g) yellow capsicum, chopped 1/8 cup (18 g) green capsicum, chopped 1/8 cup red (20 g) capsicum, chopped ","Serves 4 • Break the eggs into a bowl and whisk them, then add a pinch of salt. • Add the chopped ingredients and continue to whisk until evenly mixed. • Heat the pan with a little oil for 2 minutes. • Pour the mixture into the pan and allow to cook for 50 seconds. • Then transfer into the oven and cook for 15 min- utes. • Remove from oven and serve. Energy 667 kJ/ 161 kcal │| Fat 12.9 g │| Carbohydrates 3.2 g │| Protein 7.5 g |│ Fibre 0.8 g │ Vitamin A 110 mcg |│ Iron 1.3 mg │| Zinc 0.75 mg Nutrition data per 100g of recipe: 189 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15024 ",,
93,191 ,,,,
94,“Ingokho” (Stewed Chicken) ,"1.4 kg chicken, whole 2 red skinned onions, raw, unpeeled, (219g) • ½ green capsicum (187 g) 2 tsp. (11 g) salt, iodized 4 tomatoes, red, ripe (504 g) • ","| Serves 4 Light a charcoal stove. Put a mesh over the fire to singe any thin feathers and lightly brown the skin of the chicken. • After 12 minutes, cut the chicken into large chunks and continue roasting for another 5 minutes or until ready. Remove from the fire. • Cut the chicken into smaller portions and return the pieces onto the fire for another 11 minutes. • Put the chicken onto a heated pan. Cook the chick- en without added oil/ fat to brown further. Keep turning for the chicken to cook evenly. • Add salt to the chicken and keep turning. • Add the whole green capsicum into the pan with chicken. Turn the stove to low heat and let it simmer for 9 minutes. • Prepare the onions and tomatoes. Chop into small pieces in separate bowls. • Add the onions, cover and continue cooking for another 25 minutes. • Remove the whole green capsicum from the pot and immediately add tomatoes. • Continue cooking for another 13 minutes. • Remove from the fire. • Serve Energy 883 kJ/ 211 kcal |│ Fat 12.3 g │| Carbohydrates 6.4 g │| Protein 18.3 g │| Fibre 1.1 g │ Vitamin A 63 mcg |│ Iron 2.7 mg |│ Zinc 1.01 mg Nutrition data per 100g of recipe: 193 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15070 ",,
95,• Add salt to the chicken and rub in. ,,,,
96,• Remove and use paper towels to drain the oil. ,"3 quails, whole (507 g) 2 tomatoes, red, ripe (196 g) 1 onion, red skinned, raw, unpeeled (76 g) 2 tsp. (10 g) salt, iodized 2 cups (517 g) cow’s milk 3 ½ cups (679 g) cooking oil ",innards. • Add 3 cups of cooking oil onto a clean dry pot and heat. • Put in the quails and fry for 11 minutes. Energy 809 kJ/ 195 kcal |│ Fat 14.2 g │| Carbohydrates 5.2 g │| Protein 11.3 g |│ Fibre 0.6 g │ Vitamin A 51 mcg |│ Iron 1.6 mg │| Zinc 1.24 mg Nutrition data per 100g of recipe: 197 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15102 ,,
97,“Likhanga” (Stewed Guinea Fowl) ,"665 g whole guinea fowl 1 onion, red skinned, raw, unpeeled (69g) • 2 tomatoes, red, ripe (196g) ¼ cup (49 g) cooking oil 3 tsp. (14 g) salt, iodized 2 ½ cups (537 g) water • ","Serves 4 Lightly roast the fresh guinea fowl for 10-15 min- utes and cut into small pieces. • Put the pieces into a clean pot and add all the water. • Add salt, cover and boil for 1 hour. • Drain the water and keep in a separate bowl. • Chop the onions, cut the tomatoes and place into separate bowls. Into the boiled guinea fowl, add onions and cook for 3- 5 minutes. • Add cooking oil, stir and cook for 5-10 minutes • Add tomatoes and cook for 2- 5 minutes while stirring. • Add the drained water and cover to cook for 2-5 minutes. • Turn off the heat and serve. Energy 642 kJ/ 154 kcal |│ Fat 9.0 g │| Carbohydrates 2.0 g |│ Protein 15.8 g |│ Fibre 0.7 g │ Vitamin A 10 mcg │| Iron 2.0 mg |│ Zinc 1.25 mg Nutrition data per 100g of recipe: 199 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15095 ",,
98,201 ,,,,
99,"Munono (Cow Blood, Beef, Cow Fat) ","1 ¾ cups (392 g) cow’s blood, fresh 695 g beef, medium fat 457 g cow’s fat 2 cups (446 g) water ","Serves 4 • Place the cow’s fat, beef and water in a pot. • Boil the mixture until all water dries up. • Turn off the heat and drain the oil. • Mix the drained oil with blood. • Add the oil-blood mixture to the meat and stir. • Turn on the heat, cook for 3-5 minutes and remove from heat. • Serve while hot. Energy 2,269 kJ/ 549 g │| Fat 50.3 g │| Carbohydrates 4.6 g │| Protein 19.5 g │| Fibre 0.0 g│ Nutrition data per 100g of recipe: Vitamin A *No data |│ Iron 16.6 mg |│ Zinc 3.19 mg *No data on Vitamin A for fresh blood in the KFCT 203 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15088 ",,
100,Malesele (Cow Blood with Sour Milk) ,"117 g cow’s fat 4 ½ cups (1 kg) cow’s blood, fresh 2 onions, red skinned, raw, unpeeled (183 g) 1¾ cups (466 g) sour milk, cow 2 tsp. (9 g) salt, iodized 3 tomatoes, red, ripe (363 g) ","| Serves 4 • Wash, cut and put the animal fat in a clean cook- ing pot. • Peel onion, wash and chop. Add the onion into the cow’s fat. • Prepare the blood by removing the clots. Add the pure blood into the same pot, place on fire to boil for 15 minutes. • Continue boiling until balls begin to form. • Add salt and continue boiling until the mixture dries up. • Add sour milk; bring to a boil while stirring at intervals until the sour milk dries up. • Grate the tomatoes and add into the mixture and let it boil for 2 minutes and then remove from the fire. • Serve. Energy 1,395 kJ/ 335 kcal │| Fat 21.2 g │| Carbohydrates 15.4 g │| Protein 20 g | Fibre 1.0 g │ Nutrition data per 100g of recipe: Vitamin A *No data |│ Iron 24.8 mg |│ Zinc 1.85 mg *No data on Vitamin A for fresh blood in the KFCT 205 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15071 ",,
101,“Mbuboyi” (Blood Cooked in Fresh Milk) ,• 4 ½ cups (1 kg) fresh cow’s blood • 2 1/8 cups (492 g) fresh cow’s milk ,Serves 4 • Pour the blood into a cooking vessel. • Place over fire and cook the blood while stirring. • Cook for 10 minutes and then add the fresh milk. • Continue stirring and let it boil for 10 minutes. • Remove from fire and serve. Energy 410 kJ/ 97 kcal │| Fat 2.0 g │| Carbohydrates 8.3 g |│ Protein 11.5 g |│ Fibre 0.0 g │ Vitamin A 65 (Retinol) mcg │| Iron 13.9 mg │| Zinc 1.08 mg Nutrition data per 100g of recipe: 207 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15048 ,,
102,“Osarge Ogkole” (Fresh Blood and Milk Soup) ,"6 2/3 cups (1486 g) fresh cow’s milk 1 ½ cups (342 g) cow’s blood, fresh ",Serves 4 • Boil the milk and turn off the heat. • Add blood to the milk and whisk. • Serve. Energy 340 kJ/ 81 kcal │| Fat 3.13 g │| Carbohydrates 7.0 g │| Protein 6.1 g │| Fibre 0.0 g │ Nutrition data per 100g of recipe: Vitamin A *No data |│ Iron 4.7 mg │| Zinc 0.79 mg *No data on Vitamin A for fresh blood in the KFCT 209 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15089 ,,
103,211 ,,,,
104,Sukuma Wiki (Stir-fried Kales) ,"sukuma wiki leaves raw (2667 g) 2 tomatoes, red, ripe (345 g) 1 onion, red skinned, raw, unpeeled (184 g) ¼ cup (45 g) cooking oil ½ tsp. (3 g) salt, iodized ","Serves 4 • Wash the sukuma wiki and then remove the stalks. • Roll up a handful of sukuma wiki leaves into a bunch and chop them finely. • Wash, prepare and cut the onion and tomatoes separately. • Place a cooking pot on the fire. Add cooking oil. • Cook the onion until golden brown. • Add tomatoes into the pot. • Cook tomatoes until ready. • Add the chopped sukuma wiki and salt. • Stir until evenly mixed. • Simmer over low heat for 5 minutes. • Serve hot. Energy 225 kJ/ 54 kcal │| Fat 3.2 g │| Carbohydrates 2.1 g │| Protein 2.5 g │| Fibre 3.8 g │ Vitamin A 122 mcg |│ Iron 2.3 mg │| Zinc 0.42 mg Nutrition data per 100g of recipe: 213 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15031 ",,
105,Stir-fried Cabbage ," 1124 g cabbage, white, raw ½ onion, red skinned, raw, unpeeled (139g) ½ cup (83 g) cooking oil 2 ½ tsp. (12 g) salt, iodized ",Serves 4 • Prepare and cut the onions and the cabbage into separate bowls. • Add the cooking oil into a cooking pot over fire and then put the chopped onions. Stir the onion and cook for 2 minutes. • Add the cabbage and stir. • Add salt and continue to stir the cabbage to cook it evenly. • Cook for an additional 5 minutes. • Remove and serve. Energy 411 kJ/ 100kcal |│ Fat 8.6 g │| Carbohydrates 3.1 g │| Protein 1.2 g │| Fibre 2.4 g │ Vitamin A 0 mcg │| Iron 0.6 mg |│ Zinc 0.24 mg Nutrition data per 100g of recipe: 215 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15032 ,,
106,“Mrenda and Seveve”(Jute Mallow & Pumpkin Leaves) ,"316 g jute mallow leaves, raw 74 g pumpkin leaves, raw 1 onion, red skinned, raw, unpeeled (75 g) ½ tsp. (3 g) salt, iodized 2/3 cup (134 g) water 1 tomato, red, ripe (145 g) 1 ¾ cups (410 g) cow’s milk ","Serves 4 • Wash and pluck the leaves from the stalks of the jute mallow. • Wash and chop the pumpkin leaves. • Prepare, wash and cut the onion and tomato into separate bowls. • Boil all the water and put the leafy vegetables into the boiling water and cook on low heat for 5 minutes. • Stir the vegetables; add salt, onion and tomato. • Cook for 5 minutes and then add all the milk. • Stir and cook for another 5 minutes. • Serve. Energy 249 kJ/ 59 kcal |│ Fat 2.3 g |│ Carbohydrates 5.4 g │| Protein 3.4 g │| Fibre 2.0 g │ Vitamin A 72 mcg │| Iron 1.8 mg │| Zinc 0.62 mg Nutrition data per 100g of recipe: 217 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15033 ",,
107,Pumpkin Leaves ,"14 stalks (110 g) pumpkin leaves, raw 1 onion, red skinned, raw, unpeeled (44 g) 1 tomato, red, ripe (91 g) 1 tbsp. (12 g) cooking oil 2/3 cup (132 g) cow milk ½ tsp. (3 g) salt, iodized ","Serves 4 • Wash the pumpkin leaves. • Wash, prepare and chop the onion and tomato into separate bowls. • Put cooking oil in a pan, heat, and add the chopped onions until they brown lightly. • Add tomatoes into the cooking pot and cook for 5 minutes. • Add the pumpkin leaves, salt and the milk gradu- ally while stirring. • Cook for 5 minutes. • Serve. Energy 410 kJ/ 99 kcal │| Fat 6.7 g │| Carbohydrates 5.5 g |│ Protein 3.2 g │| Fibre 1.5 g │ Vitamin A 61 mcg │| Iron 2.0 mg │| Zinc 0.67 mg Nutrition data per 100g of recipe: 219 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15034 ",,
108,"“Saget, Terere & Managu” ","451 g spider plant leaves, raw  1022 g African nightshade leaves, raw  551 g amaranth leaves 1 onion, red skinned, raw, unpeeled (126g) 2 ¼ cups (511 g) cow’s milk ½ tsp. (3 g) salt, iodized 2 ½ cups (539 g) water ","Serves 4 • Wash and remove the leaves from the stalks. • Prepare and cut the onions. • Bring 2 ½ cups of water to a boil and add the veg- etables to the boiling water. Cover and boil for 10 minutes. Do not stir the vegetables until they are fully covered by the water. • Turn off the heat. Strain and discard the excess water. • Add salt to the boiled vegetables, turn on the heat. • Add half the milk and the onion. • Stir the mixture. Cover and simmer on low heat. • Stir frequently to prevent the vegetables from clump- ing. • Add the rest of the milk and cook for 3 minutes. • Remove from heat. Energy 251 kJ/ 60 kcal |│ Fat 1.9 g │| Carbohydrates 4.5 g │| Protein 4.3 g │| Fibre 3.8 g │ Vitamin A 132 mcg │| Iron 3.3 mg │| Zinc 0.70 mg Nutrition data per 100g of recipe: 221 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15035 ",,
109,“Nderema” (Vine Spinach) ,"417 g vine spinach leaves, fresh 2 tomatoes, red, ripe (182 g) 1 onion, red skinned, raw, unpeeled (139g) ½ tsp. (3 g) salt, iodized 3 tbsp. (39 g) ghee ","Serves 4 • Peel, wash and cut the onions and the tomatoes separately. • Put ghee in the cooking pot and heat for 1 minute on medium heat. • Add the onions and cook for 5 minutes until gold- en-brown. • Add the tomatoes then the vine spinach and cover the cooking pot. • Cook for 10 minutes then stir the contents. • Add salt, cover and cook for 1 minute. • Serve hot. Energy 299 kJ/ 72 kcal │| Fat 5.2 g │| Carbohydrates 1.4 g │| Protein 3.2 g │| Fibre 3.5 g │ Vitamin A 166 mcg |│ Iron 9.5 mg |│ Zinc 0.41 mg Nutrition data per 100g of recipe: 223 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15039 ",,
110,“Terere” (Stir-fried Amaranth Leaves) ,"1585 g amaranth leaves, raw 2 tomatoes, red, ripe (289 g) 1 onion, red skinned, raw, unpeeled (105g) ½ tsp. (3 g) salt, iodized ¼ cup (45 g) cooking oil ","Serves 4 • Peel, wash, and cut the onion and tomatoes sepa- rately. • Put the cooking pot on the fire and pour in the oil, add the onion and cook until golden brown. • Put the tomatoes into the cooking pot. Continue stirring until the tomatoes are cooked. • Add the amaranth and salt then mix well. • Cover and simmer. Stir momentarily. • Remove from fire when ready; about 10 minutes. Energy 342 kJ/ 83 kcal │| Fat 5.3 g │| Carbohydrates 2.9 g │| Protein 3 g │| Fibre 5.5 g │ Vitamin A 209 mcg |│ Iron 4.9 mg │| Zinc 0.75 mg Nutrition data per 100g of recipe: 225 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15030 ",,
111,Mashed Pumpkin & Black Nightshade leaves ,"752 g black night shade leaves, raw 1.1 kg pumpkin, raw 1 tsp. (4 g) salt, iodized 1/8 cup (24 g) cooking oil 4 ½ cups (998 g) water ","• Peel the pumpkin and wash. • Pluck the leaves from the stalks and wash. • Put the pumpkin into a cooking pot, add all the water and salt. • Cook the pumpkin for 30 minutes. • Add oil and the black nightshade. Cover and cook for 20 minutes. • Remove from the heat and mash into a smooth consis- tency. • Serve. Energy 277 kJ/ 67 kcal │| Fat 2.4 g │| Carbohydrates 4.9 g │| Protein 3.8 g │| Fibre 5.1 g │ Vitamin A 88 mcg │| Iron 6.7 mg │| Zinc 0.66 mg Nutrition data per 100g of recipe: 227 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15120 ",,
112,“Thabai / Thaa” (Stinging Nettle leaves) ,"267 g stinging nettle leaves, raw 1 onion, red skinned, raw, unpeeled (96 g) 2 tbsp. (25 g) cooking oil 1 ½ tsp. (7 g) salt, iodized 4 ½ cups (994 g) water • ","Serves 4 • Cut the stinging nettle leaves from the stalks. • Wash the leaves. • Put the leaves in a pot and add 3 ½ cups of water. • Bring the mixture to a boil until tender. In a separate cooking pot, heatcooking oil for 1 minute. • Peel, wash and chop the onion. • Add the chopped onion and cook until they are soft. • Add the boiled stinging nettle and salt then stir. • Add the rest of the water after 1 minute. • Cover the pot and bring to a boil for 8 minutes. • Remove from the fire. Energy 143 kJ/ 34.4 kcal |│ Fat 2.4 g │| Carbohydrates 1.9 g │| Protein 1.2 g │| Fibre 0.6 g │ Vitamin A 0 mcg │| Iron 1.4 mg │| Zinc 0.14 mg Nutrition data per 100g of recipe: 229 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15077 ",,
113,“Rhikhuvi” (Stewed Cowpea Leaves) ,"871 g cow pea leaves, raw ½ onion, red skinned, raw, unpeeled (79 g) 1/3 cup (59 g) cooking oil 1 ½ tsp. (8 g) salt, iodized 1/8 cup (38 g) “msherekha” (wood ash and water) 2/3 cup (149 g) milk ¾ cup (201 g) water ",Serves 4 • Prepare the vegetables by removing the stalks. Do not cut the leaves. • Wash the vegetables. • Boil ¾ cup of water in a cooking pot and add the uncut vegetables and turn. Add 1/8 cup of msher- ekha. • Cover the pot and boil for 20 minutes. Stir at inter- vals. • Turn off the heat. • Strain the water and discard. • Add onions and cooking oil to a cooking pot. • Cook onions for 2 minutes and then add the vege- tables. • Stir then add the milk and salt. • Cover the pot and cook for 2 minutes. • Remove from heat and serve. Energy 630 kJ/ 152 kcal |│ Fat 13.3 g │| Carbohydrates 3.5 g │| Protein 3.2 g │| Fibre 3.2 g │ Vitamin A 32 mcg │| Iron 1.3 mg |│ Zinc 0.53 mg Nutrition data per 100g of recipe: 231 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15078 ,,
114,“Kunde & Mrenda” ,"79 g cow- pea leaves, raw 232 g jute mallow leaves 1/8 cup (24 g) “magadi” (water and ash, optional) 1 tsp. (4 g) salt, iodized 2/3 cup (159 g) milk ","• Mix the leaves together and wash properly. Do not cut. • Add 1/8 cup of “magadi” (ash and water solution). • Add the uncut vegetables and cover the pot. • Cover and start cooking on low heat. Do not add water. • Steam for 5 minutes. • Add salt and stir. • Add milk, stir, and cover to cook for 5 minutes. • Turn off the heat and serve. Energy 238 kJ/ 57 kcal |│ Fat 2.0 g │| Carbohydrates 4.4 g │| Protein 3.7 g | Fibre 3.3 g Vitamin A 84 mcg │| Iron 2.4 mg │| Zinc 0.64 mg Nutrition data per 100g of recipe: 233 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15079 ",,
115,Stir-fried Spinach ,"675 g spinach leaves, raw 1 onion, red skinned, raw, unpeeled (123 g) 1/8 cup (25 g) cooking oil ½ tsp. (2 g) salt, iodized ",Energy 307 kJ/ 74 kcal |│ Fat 5.4 g │| Carbohydrates 2.0 g │| Protein 2.8 g |│ Fibre 3.3 g │ Vitamin A 142 mcg │| Iron 3.7 mg | Zinc 0.62 mg Nutrition data per 100g of recipe: 235 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15076 ,,
116,Kitojo (Sweet Potato Leaves) ,"835 g fresh sweet potato leaves, raw 1 onion, red skinned, raw, unpeeled (81 g) ¼ cup (44 g) cooking oil 1 tsp. (6 g) salt, iodized ","Serves 4 • Remove the leaves from the vines and wash thor- oughly. • Cut the leaves into small strips. • Prepare and chop the onion. • Add cooking oil in a pot, add the chopped onions and fry until golden brown. • Add the vegetables and salt. Stir and cook until ready or soft. • Serve. Energy 596 kJ/ 144 kcal │| Fat 12.7 g │| Carbohydrates 1.4 g │| Protein 3.9 g │| Fibre 4.6 g │ Vitamin A 138 mcg │| Iron 0.9 mg |│ Zinc 0.26 mg Nutrition data per 100g of recipe: 237 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15091 ",,
117,Obobwa (Stewed Mushrooms in Peanut Butter) ,"400g mushrooms, raw 1 onion, red skinned, raw, unpeeled (187 g) 3 ½ tbsp. (55 g) peanut butter 1 tomato, red, raw (140 g) 2 tsp. (11 g) salt, iodized 1 g “msherekha” (wood ash and water mixture) ¾ cup (157 g) water ","| Serves 4 • Wash and cut the fresh mushroom into ¼ (quarter) pieces. • Peel, wash and finely chop the onion. • Place the onions, mushrooms, tomatoes and peanut butter into a clean cooking pot. • Add ¾ cup of water and salt, turn on the heat and cover the pot. • Cook for 11 minutes and add 1 g of “msherekha” (ash: water ratio is 1:9). • Cover the pot and cook further for 5-8 minutes. • Stir, turn to low heat and continue cooking for 25-30 minutes. • Remove from heat and serve hot. Energy 487 kJ/ 117 kcal │| Fat 6.3 g |│ Carbohydrates 8.3 g │| Protein 4.9 g |│ Fibre 3.8 g Vitamin A 6 mcg │| Iron 1.4 mg │| Zinc 0.54 mg Nutrition data per 100g of recipe: 239 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15080 ",,
118,Potato Curry ,"2 potatoes, unpeeled, Irish, white, raw (558 g) 2 tomatoes, red, ripe (223 g) 2 tsp. (9 g) salt, iodized ¼ tsp. (1 g) turmeric powder 2 tsp. (6 g) coriander powder ¼ tsp. (1 g) red chilli powder 3 ½ tbsp. (42 g) cooking oil ¼ tsp. (1 g) fenugreek seeds, raw 1 tsp. (3 g) mustard seeds, raw ½ tsp. (3 g) cumin seeds, raw ½ bunch (2 g) curry leaves ¼ lemon, fresh (5 g) 2 tsp. (9 g) sugar 1 1/3 cups (299 g) water ","Serves 4 • Peel wash and cut the potatoes. • Blend tomatoes, turmeric powder, coriander powder, red chilli powder, 1 tablespoon of cook- ing oil. • Put 2 ½ tablespoons of cooking oil in a cooking pot and heat for 3 minutes. • Add the fenugreek, mustard seeds, curry leaves and cumin seeds. • Stir and cook for 2 minutes. • Add the blended ingredients, mix and cook for 2 minutes. • Add salt and all the water and cook for 10 min- utes. • Meanwhile, mix the sugar and lemon juice into a separate cup. • Add the potatoes and stir. Add the sugar-lemon juice solution. • Cover to cook for 16 minutes or until the pota- toes are tender. • Remove from heat and serve. Energy 608 kJ/ 145 kcal │| Fat 7.0 g │| Carbohydrates 17.3 g │| Protein 2.2 g │| Fibre 2.2 g │ Vitamin A 10 mcg |│ Iron 1.7 mg │| Zinc 0.41 mg Nutrition data per 100g of recipe: 241 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15127 ",,
119,Peas and Brinjal Curry ,"1 cup (186 g) garden peas, raw 3 egg plants (brinjals), raw (169 g) 2 tomatoes, red, ripe (161 g) 1 bunch (40 g) coriander leaves 3 cloves (10 g) garlic 2 chillies, fresh, raw (5 g) 1 piece ginger (7 g) 1 tsp. (3 g) fenugreek seeds, raw 1 tsp. (3 g) mustard seeds, raw ¼ tsp. (1 g) cumin seeds, raw 2 tsp. (8 g) coriander powder ¼ tsp. (1 g) turmeric powder ¼ tsp. (1 g) red chilli powder 1 ½ tsp. (7 g) salt, iodized ½ cup (113 g) water 3 tbsp. (39 g) cooking oil ","• Add the blended ingredients and stir. Cook for 3 minutes. • Add the peas and egg plants, and stir. • Add ½ cup water. • Cover and cook for 20 minutes. • Remove from heat and serve. Energy 544 kJ/ 131 kcal |│ Fat 8.5 g |│ Carbohydrates 6.6 g │| Protein 4.2 g |│ Fibre 5.8 g │ Vitamin A 29 mcg │| Iron 2.1 mg |│ Zinc 1.96 mg Nutrition data per 100g of recipe: 243 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15128 ",,
120,Stewed Split Dal ,"1 cup (176 g) yellow split dal, raw 3 tomatoes, red, raw diced (246 g) 2 tsp. (12 g) salt, iodized ¾ tsp. (2 g) turmeric powder ¼ tsp. (1 g) red chilli powder ½ tbsp. (17 g) tomato paste, salted 2 tbsp. (22 g) cooking oil 1 tsp. (3 g) fenugreek seeds, raw 1 tsp. (4 g) mustard seeds, raw 1 tsp. (2 g) cumin seeds, raw 1 bunch (3 g) curry leaves 1 lemon, fresh (3 g) 1 ½ tbsp. (22 g) sugar, white 8 ½ cups (1835 g) water ","• Soak the dal for 50 minutes and wash. • Put the soaked dal into a cooking pot. Add 4 ½ cups of water and 2 teaspoons of salt. Cook for 40 minutes while stirring at intervals. • Meanwhile, weigh and mix tomatoes, turmeric, red chilli powder, tomato paste and fenugreek seeds. • Put cooking oil, mustard seeds and cumin seeds into a pot and cook for 1 minute. • Add the mixed ingredients cook for 2 minutes. • Add 4 cups of water and curry leaves then stir. • Boil for 5 minutes. • Add juice of lemon and sugar then stir. • Meanwhile grind the boiled dal (sieve it if neces- sary) • Add the ground dal into the pot and stir. • Cover to cook for 12 minutes. • Remove from heat and serve Energy 291 kJ/ 69 kcal │| Fat 1.9 g │| Carbohydrates 8.1 g │| Protein 3.7 g |│ Fibre 2.7 g │ Vitamin A 9 mcg |│ Iron 1.2 mg │| Zinc 0.42 mg Nutrition data per 100g of recipe: 245 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15126 ",,
121,Chick Peas Curry ,"1 2/3 cups (294 g) chick peas, raw 1 tsp. (10 g) red chilli powder ½ tsp. (3 g) turmeric powder ½ tsp. (6 g) chole masala 3 tomatoes, red, ripe (220 g) 1 tbsp. (20 g) tomato paste, salted 1 onion, red skinned, raw, unpeeled (113 g) 3 tbsp. (43 g) cooking oil 4 cloves (16 g) garlic 1 piece (9 g) ginger 20 g coriander leaves 1 tbsp. (11 g) coriander powder 6 sticks (1 g) cinnamon 2 ½ tsp. (13 g) salt, iodized ½ bay leaf (1 g) 4 sticks (2 g) cloves 1 tsp. (2 g) cumin seeds, raw 1 lemon wedge (7 g) 3 cups (643 g) water 1 tsp. (1 g) anise seeds, raw ","Cooking 40 minutes | Serves 4 • Sort and soak the chick peas overnight. • Wash and boil the chick peas in 2 cups water until the chick peas are ready and tender. Add 1 tea- spoon of salt to taste. • Prepare, wash and cut the onion, tomatoes and coriander leaves. • Heat the oil in a cooking pot, add cinnamon, cumin, cloves, onion and stir. • Cook for 3 minutes. • Add the cut tomatoes, ginger, garlic and coriander powder. Stir. • Add the tomato paste, red Chilli powder, 1 ½ tea- spoon of salt, turmeric powder, cinnamon, bay leaf, lemon juice, anise seeds and chole masala. • Stir and cover to cook for 5-10 minutes. • Add the coriander leaves. • Add the boiled chick peas and 1 cup of water. • Cover to cook for 5 minutes. • Remove from heat and serve. Energy 524 kJ/ 126 kcal | Fat 5.1 g │| Carbohydrates 10.3 g |│ Protein 6 g |│ Fibre 7.3 g │ Vitamin A 12 mcg │| Iron 2.5 mg |│ Zinc 0.96 mg Nutrition data per 100g of recipe: 247 A Recipe Book 0f Common Mixed Dishes with Nutrient Values; As Prepared by Communities. KFCT Code 15139 ",,
122,249 ,,,,
